profile_code,profile_name,profile_description,source_category_fields_available,matched_keywords,initial_group,confidence,reason,filter_tier,filter_reason,profile_family,recommended_use
95195,Fireplace Wood Combustion - White Spruce,"Total speciated % is the sum of EC, OC, and inorganics.  The total organic compound mass was estimated by multiplying the organic carbon content by a factor of 1.4 to account for the additional mass of primarily hydrogen and oxygen present in the molecules.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,fireplace; wood; residential wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,fireplace wood combustion,keep_for_v0_source_set
95196,Fireplace Wood Combustion - Douglas Fir,"Total speciated % is the sum of EC, OC, and inorganics.  The total organic compound mass was estimated by multiplying the organic carbon content by a factor of 1.4 to account for the additional mass of primarily hydrogen and oxygen present in the molecules.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,fireplace; wood; residential wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,fireplace wood combustion,keep_for_v0_source_set
95197,Fireplace Wood Combustion - Ponderosa Pine,"Total speciated % is the sum of EC, OC, and inorganics.  The total organic compound mass was estimated by multiplying the organic carbon content by a factor of 1.4 to account for the additional mass of primarily hydrogen and oxygen present in the molecules.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,fireplace; wood; residential wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,fireplace wood combustion,keep_for_v0_source_set
95198,Fireplace Wood Combustion - Pinyon Pine,"Total speciated % is the sum of EC, OC, and inorganics.  The total organic compound mass was estimated by multiplying the organic carbon content by a factor of 1.4 to account for the additional mass of primarily hydrogen and oxygen present in the molecules.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,fireplace; wood; residential wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,fireplace wood combustion,keep_for_v0_source_set
95199,Fireplace Wood Combustion - Red Maple,"Total speciated % is the sum of EC, OC, and inorganics.  The total organic compound mass was estimated by multiplying the organic carbon content by a factor of 1.4 to account for the additional mass of primarily hydrogen and oxygen present in the molecules.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,fireplace; wood; residential wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,fireplace wood combustion,keep_for_v0_source_set
95200,Fireplace Wood Combustion - Northern Red Oak,"Total speciated % is the sum of EC, OC, and inorganics.  The total organic compound mass was estimated by multiplying the organic carbon content by a factor of 1.4 to account for the additional mass of primarily hydrogen and oxygen present in the molecules.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,fireplace; wood; residential wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,fireplace wood combustion,keep_for_v0_source_set
95201,Fireplace Wood Combustion - Paper Birch,"Total speciated % is the sum of EC, OC, and inorganics.  The total organic compound mass was estimated by multiplying the organic carbon content by a factor of 1.4 to account for the additional mass of primarily hydrogen and oxygen present in the molecules.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,fireplace; wood; residential wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,fireplace wood combustion,keep_for_v0_source_set
95202,Fireplace Wood Combustion - Eastern White Pine,"Total speciated % is the sum of EC, OC, and inorganics.  The total organic compound mass was estimated by multiplying the organic carbon content by a factor of 1.4 to account for the additional mass of primarily hydrogen and oxygen present in the molecules.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,fireplace; wood; residential wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,fireplace wood combustion,keep_for_v0_source_set
95203,Fireplace Wood Combustion - Eastern Hemlock,"Total speciated % is the sum of EC, OC, and inorganics.  The total organic compound mass was estimated by multiplying the organic carbon content by a factor of 1.4 to account for the additional mass of primarily hydrogen and oxygen present in the molecules.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,fireplace; wood; residential wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,fireplace wood combustion,keep_for_v0_source_set
95204,Fireplace Wood Combustion - Balsam Fir,"Total speciated % is the sum of EC, OC, and inorganics.  The total organic compound mass was estimated by multiplying the organic carbon content by a factor of 1.4 to account for the additional mass of primarily hydrogen and oxygen present in the molecules.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,fireplace; wood; residential wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,fireplace wood combustion,keep_for_v0_source_set
95205,Fireplace Wood Combustion - Yellow Poplar,"Total speciated % is the sum of EC, OC, and inorganics.  The total organic compound mass was estimated by multiplying the organic carbon content by a factor of 1.4 to account for the additional mass of primarily hydrogen and oxygen present in the molecules.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,fireplace; wood; residential wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,fireplace wood combustion,keep_for_v0_source_set
95206,Fireplace Wood Combustion - White Ash,"Total speciated % is the sum of EC, OC, and inorganics.  The total organic compound mass was estimated by multiplying the organic carbon content by a factor of 1.4 to account for the additional mass of primarily hydrogen and oxygen present in the molecules.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,fireplace; wood; residential wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,fireplace wood combustion,keep_for_v0_source_set
95207,Fireplace Wood Combustion - Sweetgum,"Total speciated % is the sum of EC, OC, and inorganics.  The total organic compound mass was estimated by multiplying the organic carbon content by a factor of 1.4 to account for the additional mass of primarily hydrogen and oxygen present in the molecules.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,fireplace; wood; residential wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,fireplace wood combustion,keep_for_v0_source_set
95208,Fireplace Wood Combustion - Mockernut Hickory,"Total speciated % is the sum of EC, OC, and inorganics.  The total organic compound mass was estimated by multiplying the organic carbon content by a factor of 1.4 to account for the additional mass of primarily hydrogen and oxygen present in the molecules.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,fireplace; wood; residential wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,fireplace wood combustion,keep_for_v0_source_set
